app,app_id,username,rating,text,text_original,thumbs_up,date,reply,lang,word_count
Gojek,com.gojek.app,Pengguna Google,5,"mungkin saran aja, untuk filter pencarian gofood sebaiknya ditambah filter lokasi jarak kedai terdekat sampai terjauh, gak cuman filter rentang harga aja.","Mungkin saran aja, untuk filter pencarian gofood sebaiknya ditambah filter lokasi jarak kedai terdekat sampai terjauh, gak cuman filter rentang harga aja.",2,2026-05-29 20:07:56,,id,22
Gojek,com.gojek.app,Pengguna Google,5,selalu mendapatkan pengalaman terbaik dan perjalanan terbaik,selalu mendapatkan pengalaman terbaik dan perjalanan terbaik,0,2026-05-29 19:54:31,,id,7
Gojek,com.gojek.app,Pengguna Google,5,sukakk bangett gojek kyk penyelamat hidup,sukakk bangettt gojek kyk penyelamat hidup,0,2026-05-29 19:08:27,,id,6
Gojek,com.gojek.app,Pengguna Google,5,"driver ramah, tepat waktu, dan bersih","driver ramah, tepat waktu, dan bersih",0,2026-05-29 19:05:47,,id,6
Gojek,com.gojek.app,Pengguna Google,5,sukaa bangett soalnya lebih murah dan aman dari aplikasi-aplikasi lainn,sukaa bangett soalnya lebih murah dan aman dari aplikasi-aplikasi lainn,0,2026-05-29 18:49:21,,id,10
Gojek,com.gojek.app,Pengguna Google,3,kenapa klo pesen goride padahal disekitar bnyk driver dapatnya malah yg jauh2.. parah,kenapa klo pesen goride padahal disekitar bnyk driver dapatnya malah yg jauh2.. parah,1,2026-05-29 18:41:42,"Hai Kak Ebenk, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu atau email ke customerservice@gojek.com. Terima kasih. ^Mita",id,13
Gojek,com.gojek.app,Pengguna Google,2,knpa in aplikasi berat ya.. padahal ram hp gw 12 loh main game aja ringan..lah in aplikasi berat banget berasa jaringan ngk ada aneh,KNPA in aplikasi berat ya... padahal Ram hp gw 12 loh main game aja ringan...lah in aplikasi berat banget berasa jaringan ngk ada aneh,1,2026-05-29 18:38:37,"Hai Kak Muhammad, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Mita",id,24
Gojek,com.gojek.app,Pengguna Google,1,gak membantu sama sekali pesan food sampai 3 kali kubatalin karna responnya lambat,gak membantu sama sekali pesan food sampai 3 kali kubatalin karna responnya lambat,1,2026-05-29 18:14:19,"Hai Kak Dwiriski, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu atau email ke customerservice@gojek.com. Terima kasih. ^Mita",id,13
Gojek,com.gojek.app,Pengguna Google,1,maaf banget driver ngeselin beda lokasi katanya dia ngomong terus tadinya aku mau ngash tips 20 ribu kalo misalkan dia gak mau nganterin bilang aja censel di aplikasi pesen ulanga bayar 13 k giriran dibayar 13k katanya di apk aslinya katanya 20k kalo misalkaan gak mau itu mending gak usah,maaf banget driver ngeselin beda lokasi katanya dia ngomong terus tadinya aku mau ngash tips 20 ribu kalo misalkan dia gak mau nganterin bilang aja censel di aplikasi pesen ulanga bayar 13 k giriran dibayar 13k katanya di apk aslinya katanya 20k kalo misalkaan gak mau itu mending gak usah,1,2026-05-29 17:54:25,"Hai, Kak Upit. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Melodi",id,50
Gojek,com.gojek.app,Pengguna Google,3,"sangat susah sekali nentuin titiknya , payah.","Sangat susah sekali nentuin titiknya , payah.",1,2026-05-29 16:55:30,"Hai Kak Widi. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""GPS saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Mita",id,7
Gojek,com.gojek.app,Pengguna Google,5,aplikasi yang cukup baik dan membantu urusan pengiriman dokumen saya,Aplikasi yang cukup baik dan membantu urusan pengiriman dokumen saya,0,2026-05-29 16:46:11,,id,10
Gojek,com.gojek.app,Pengguna Google,2,"jadi saya ga cancel pesanan tapi tiba tiba cari driver ulang, namun saya konfirmasi ke drivernya masih jalan dan ga ke cancel. jadi pesanan saya numpuk 2 driver, tolong diperbaiki bugnya.","jadi saya ga cancel pesanan tapi tiba tiba cari driver ulang, namun saya konfirmasi ke drivernya masih jalan dan ga ke cancel. Jadi pesanan saya numpuk 2 driver, tolong diperbaiki bugnya.",1,2026-05-29 16:13:28,"Hai Kak Tito, mohon maaf atas ketidaknyamanannya. Ke depannya jika terjadi double order kamu dapat melakukan pembatalan dari aplikasi untuk salah satu ordernya ya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Mita",id,31
Gojek,com.gojek.app,Pengguna Google,3,"aplikasi ini bolak balik berulah, nanti tiba² bisa nggak mau terbuka aplikasinya","aplikasi ini bolak balik berulah, nanti tiba² bisa nggak mau terbuka aplikasinya",1,2026-05-29 15:24:33,"Hai Kak Lasria, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu sudah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Mita",id,12
Gojek,com.gojek.app,Pengguna Google,4,"mohon maaf tolong aplikasi nya di perbaiki lagi paling gak banyakin fitur terbaru, misalnya ada promo dll","Mohon maaf tolong aplikasi nya di perbaiki lagi paling gak banyakin fitur terbaru, misalnya ada promo dll",1,2026-05-29 14:39:05,,id,17
Gojek,com.gojek.app,Pengguna Google,1,"untul gofood pengiriman sering kali terlambat krna driver dpt double order,makanan sudah dingin ,nungu hampir 1 jam lebih.., untuk saya sudah 3x sperti itu..! saran saya mending pake grab..,baik itu gofood/gocar ny, pelayanan ny lebih baik","untul gofood pengiriman sering kali terlambat krna driver dpt double order,makanan sudah dingin ,nungu hampir 1 jam lebih..., untuk saya sudah 3x sperti itu..! saran saya mending pake grab..,baik itu gofood/gocar ny, pelayanan ny lebih baik",1,2026-05-29 13:21:18,"Hai Kak Angga, mohon maaf keterlambatan pengiriman pesanan mu. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Melodi",id,36
Gojek,com.gojek.app,Pengguna Google,5,suka bangett pke apk ini dn gojekk nii penyelamat kuu,suka bangett pke apk ini dn gojekk nii penyelamat kuu🫰,0,2026-05-29 13:13:44,,id,10
Gojek,com.gojek.app,Pengguna Google,1,"daftar, suruh tunggu 60 menit?,apalah","daftar, suruh tunggu 60 menit?,apalah",1,2026-05-29 13:04:37,"Hai Kak Falih, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Saya tidak bisa daftar akun Gojek"" pada kolom pencarian ya. ^Melodi",id,5
Gojek,com.gojek.app,Pengguna Google,3,tolong adain fitur cancel orderan saya selalu suka kepencet,tolong adain fitur cancel orderan🙏 saya selalu suka kepencet,1,2026-05-29 12:53:47,"Hai Kak Rafa, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melodi",id,9
Gojek,com.gojek.app,Pengguna Google,5,paling suka pakai aplikasi lokal,paling suka pakai aplikasi lokal,0,2026-05-29 12:49:59,,id,5
Gojek,com.gojek.app,Pengguna Google,1,"untuk gojek coba chat ny di bikin lebih fast respon lagi, soal ny ketika driver gojek ngechat atau telepon suka ada delay minimal itu dlu deh di perbaiki, terus tiap milih lokasi penjemputan kok aneh ya skrg di saya gak bisa milih titik jemput nya soal ny klo saya bilang di resto b dan sebelah ny resto a malah yg ketunjuk di resto a trs yg resto b gak bisa di pilih anehh","untuk gojek coba chat ny di bikin lebih fast respon lagi, soal ny ketika driver gojek ngechat atau telepon suka ada delay minimal itu dlu deh di perbaiki, terus tiap milih lokasi penjemputan kok aneh ya skrg di saya gak bisa milih titik jemput nya soal ny klo saya bilang di resto b dan sebelah ny resto a malah yg ketunjuk di resto a trs yg resto b gak bisa di pilih anehhhhhh",5,2026-05-29 12:28:48,"Hai, Kak Jennifer. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Melodi",id,73
Gojek,com.gojek.app,Pengguna Google,1,aplikasi buruk. hapus aja ini aplikasi . top up saldo dari tgl 26 mei sampai sekarang belum masuk . dan ya respon pelayanan cs gopay sangat sangat buruk dan tidak ada responn sama sekali. responnya lamaa tidak profesional. lelet . komplainan customer itu tidak di tanggapi,aplikasi buruk. hapus aja ini aplikasi . top up saldo dari tgl 26 mei sampai sekarang belum masuk . dan ya respon pelayanan cs gopay sangat sangat buruk dan tidak ada responn sama sekali. responnya lamaaa tidak profesional. lelet . komplainan customer itu tidak di tanggapi,1,2026-05-29 12:07:16,"Hai Kak Sugit, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-26-149-0534-05397 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Melodi",id,46
Gojek,com.gojek.app,Pengguna Google,5,knp bintang ny hanya 5 knp gk 7 ya,knp bintang ny hanya 5 knp gk 7 ya,0,2026-05-29 11:51:19,,id,9
Gojek,com.gojek.app,Pengguna Google,4,kenapa saat pesan makanan lokasi driver tidak bisa di pantau? juga tidak bisa melihat lokasi yg di pasang (oleh pengguna),kenapa saat pesan makanan lokasi driver tidak bisa di pantau? juga tidak bisa melihat lokasi yg di pasang (oleh pengguna),0,2026-05-29 11:39:27,,id,20
Gojek,com.gojek.app,Pengguna Google,3,"susah mendapatkan driver,sekali y dapet driver y posisi jauh,,tolong di perbaiki,biar mudah dapat driver yg terdekat,bukan yg jauh,di maps y bnyak driver yg dekat,sekali ya dapet driver yg jauh.","susah mendapatkan driver,sekali y dapet driver y posisi jauh,,tolong di perbaiki,biar mudah dapat driver yg terdekat,bukan yg jauh,di maps y bnyak driver yg dekat,sekali ya dapet driver yg jauh.",1,2026-05-29 11:25:40,"Mohon maaf atas kendalanya Kak Reyy. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melodi",id,29
Gojek,com.gojek.app,Pengguna Google,1,anjengg ongkir gofood mahal bgt kntol anjeng pepek,anjenggg ongkir gofood mahal bgt kntol anjeng pepek,1,2026-05-29 11:25:24,"Mohon maaf atas ketidaknyamanannya, Kak @Kang Haerin. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Melodi",id,8
Gojek,com.gojek.app,Pengguna Google,5,penjemputan cepat dan driver ramah,penjemputan cepat dan driver ramah,0,2026-05-29 11:14:56,,id,5
Gojek,com.gojek.app,Pengguna Google,5,pelayanan cepat dan aman bagus,pelayanan cepat dan aman bagus,0,2026-05-29 10:37:39,,id,5
Gojek,com.gojek.app,Pengguna Google,1,mangkin lama mangkin ngeselin ni apk dapat drivernya jauh jauh posisinya bukan malah cepat malah telat di cancel kasian di ambil lama sampenya.jek gojek,mangkin lama mangkin ngeselin ni apk dapat drivernya jauh jauh posisinya bukan malah cepat malah telat di cancel kasian di ambil lama sampenya.jek gojek,1,2026-05-29 10:19:14,"Hai Kak Rizal, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Melodi",id,24
