app,app_id,username,rating,text,thumbs_up,date,reply
Gojek,com.gojek.app,Pengguna Google,1,"Mohon diberikan pembinaan atau sejenisnya kepada (oknum driver mobil) yang tidak mengaktifkan gps sewaktu memesan dan slow respon dalam membalas chat. Kasian kami pesen hampir menunggu 50 menit namun seakan tidak ada kepastian kapan datangnya padahal hanya berjarak 1,5 km dari titik jemput. Jika tidak mau mengambil silahkan chat saja calon penumpang supaya dicancel dan bisa nyari driver lainnya. Maaf terpaksa kami cancel karena ortu saya sedang sakit kelamaan menunggu🙏🏻. terimakasih",0,2026-05-30 14:31:08,"Hai Kak @Mancing mania, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver sulit untuk dihubungi"" pada kolom pencarian ya. ^Mita"
Gojek,com.gojek.app,Pengguna Google,4,mntap,0,2026-05-30 14:25:52,
Gojek,com.gojek.app,Pengguna Google,5,ngebantu kalo lg mager,0,2026-05-30 14:16:29,
Gojek,com.gojek.app,Pengguna Google,1,"aplikasi gabener, masa gw booking gada yg ngambil",0,2026-05-30 14:08:49,"Mohon maaf atas kendalanya, Kak @frr wht??. Kesulitan mendapatkan driver bisa terjadi karena tingginya permintaan saat jam sibuk atau tidak ada driver di sekitar. Silakan tunggu dan coba kembali. Untuk info lebih lanjut, kunjungi menu Bantuan dan cari artikel ""Saya tidak mendapatkan driver"". ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,jos,0,2026-05-30 14:07:01,
Gojek,com.gojek.app,Pengguna Google,1,"Susah dapat driver. Padahal lagi dibutuhin banget. Apa harus bayar 5x lipat dulu baru di ""prioritaskan"" ?",0,2026-05-30 13:56:43,"Mohon maaf atas kendalanya Kak Rayhan. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pengantaran di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba Kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,Untuk saat ini 👍,0,2026-05-30 13:53:56,"Hai Yuni Sopiah, mohon maaf untuk kendalanya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Ardi"
Gojek,com.gojek.app,Pengguna Google,1,Kecewa,0,2026-05-30 13:36:39,
Gojek,com.gojek.app,Pengguna Google,5,"good job, dan menyenangkan.",0,2026-05-30 13:36:00,
Gojek,com.gojek.app,Pengguna Google,5,Terbaik pokoknya.,0,2026-05-30 13:29:27,
Gojek,com.gojek.app,Pengguna Google,5,mantap,0,2026-05-30 13:24:51,
Gojek,com.gojek.app,Pengguna Google,5,siap,0,2026-05-30 13:22:26,
Gojek,com.gojek.app,Pengguna Google,1,kenapa lama install nya,1,2026-05-30 13:14:54,"Mohon maaf atas ketidaknyamanannya, Kak Erlinda. Agar kamu bisa download aplikasi Gojek, pastikan ruang penyimpanan (storage) di ponsel kamu mencukupi dan sistem operasi ponsel kamu mendukung. Semoga informasi ini membantu kamu. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,1,sumpah parah gopay udah foto KTP tapi ditolak apaaa. ini susah jangan bikin gopay dah kawan hindari smua kawan kawan gopay parah udah di update tapi di tolak mintak sialan sialan,0,2026-05-30 12:33:19,"Hai Kak Farhan, mohon maaf atas kendala yang dialami. Sebelum kamu mencoba upgrade ke GoPay Plus, pastikan dokumen serta foto selfie yang kamu kirim sudah sesuai dengan ketentuan GoPay. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPay kamu. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,1,"sekarang bukan aplikasi transportasi, tapi lebih ke pinjol bikin orang melarat",0,2026-05-30 12:16:58,"Hai Kak Fauzi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,oke sih sangat membantu,0,2026-05-30 12:15:37,
Gojek,com.gojek.app,Pengguna Google,5,tahu jalan cepat,0,2026-05-30 11:43:50,
Gojek,com.gojek.app,Pengguna Google,3,pajak 25% sangat lah besar kasian para driver yg pke motor sndiri biaya service sndiri,0,2026-05-30 11:41:25,
Gojek,com.gojek.app,Pengguna Google,1,"Makanan tidak saya terima , tp katanya sudah di antar. complain ke cs tidak ada hasil",3,2026-05-30 11:41:22,"Hai Kak Okta, mohon maaf atas ketidaknyamanannya. Jika kamu tidak menerima pesananmu, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver menyelesaikan pesanan tanpa mengantarnya"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,1,Stop bikin kebijakan yang bentrokin costumer sama driver,0,2026-05-30 11:39:15,"Hai Kak Rendi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,sudah lama pakai aplikasi ini secara umum tak mengecewakan.,0,2026-05-30 11:17:06,
Gojek,com.gojek.app,Pengguna Google,5,SUKAAKKKKK! jujur apk ini membantu bgtt,0,2026-05-30 11:12:28,
Gojek,com.gojek.app,Pengguna Google,5,🥰😘,0,2026-05-30 11:10:48,
Gojek,com.gojek.app,Pengguna Google,1,makin goblog emang tarif ga masuk akal,0,2026-05-30 11:01:12,"Hai Kak @FAKE Taxi, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Kakak sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Kakak memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App kamu. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,"enak , cepat , bapaknya ramah dan sopan",0,2026-05-30 10:58:21,
Gojek,com.gojek.app,Pengguna Google,5,"memudahkan ,hemat waktu , praktis dan memang cepat ( tergantung situasi jalanan)",0,2026-05-30 10:44:48,
Gojek,com.gojek.app,Pengguna Google,5,sangggattt membantu dan mudah digunakan,0,2026-05-30 10:37:47,
Gojek,com.gojek.app,Pengguna Google,5,Alhamdulillah Baik puas dg pelayanannya,0,2026-05-30 10:31:56,
Gojek,com.gojek.app,Pengguna Google,5,ok,0,2026-05-30 10:26:14,
Gojek,com.gojek.app,Pengguna Google,5,good,0,2026-05-30 10:00:39,
Gojek,com.gojek.app,Pengguna Google,5,bagus,0,2026-05-30 09:54:51,
Gojek,com.gojek.app,Pengguna Google,3,daftar hemat goride malah jadi susah dapat yang jauh2. bikin sistem ya merugikan . leuheung mun nu deukeut gacor mh. ieu mh angger weh ngahuleung heula. nya jauh ngajeumpuna ge. tekor bensin ngajemput 2km kaluhur wae. ongkos ngan 8rb terus isukan teh saldo di potong 13rb. ya alloh meni kieu kieu teuing gojek ka driver.,2,2026-05-30 09:54:06,"Hai Kak Dewi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,5,mantap pol,0,2026-05-30 09:37:56,
Gojek,com.gojek.app,Pengguna Google,5,TOP BGT Deh... Teng Qyu ya Abang QU. 👍🙏,0,2026-05-30 09:31:31,
Gojek,com.gojek.app,Pengguna Google,5,mantap,0,2026-05-30 09:17:02,
Gojek,com.gojek.app,Pengguna Google,3,terlalu menguras uang,0,2026-05-30 09:01:34,"Mohon maaf atas ketidaknyamanannya Kak Jimmy. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas pelayanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan pelayanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,adili jokowi bebaskan nadiem,0,2026-05-30 08:38:55,
Gojek,com.gojek.app,Pengguna Google,5,"driver nya selalu ramah tamah.. namun untuk Melakukan booking go,rednya selalu lama DPT driver nya",0,2026-05-30 07:16:31,
Gojek,com.gojek.app,Pengguna Google,5,mohon di tingkatkan pelayanan yg lbh baik lagi,0,2026-05-30 06:21:36,
Gojek,com.gojek.app,Pengguna Google,5,sangat ramah dan familiar,0,2026-05-30 06:04:08,
Gojek,com.gojek.app,Pengguna Google,1,murahin dong gojeknya,5,2026-05-30 05:49:06,"Mohon maaf atas ketidaknyamanannya Kak Dewi. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas pelayanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan pelayanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,4,"saya kasih bintang 4 karena, kemarin waktu hari Kamis jam 9an awalnya saya mau mesen gocar lalu karena saya tau kalau di daerah saya ini susah sekali dapat driver jadinya saya cancel di saat aplikasi itu sedang mencari driver, saya tinggalkan hingga jam 1an, tiba tiba dateng gocar atas nama saya, posisinya saya sudah tidak di tempat akhirnya teman saya yang mengurus masalah tersebut, dan katanya driver tersebut ""agak"" kesal dan marah, daripada saya memperpanjang urusan saya mau bayardrivenyaperg",0,2026-05-30 05:23:45,
Gojek,com.gojek.app,Pengguna Google,5,"drivernya ramah ,baik dan sopan terima kasih",0,2026-05-30 05:12:32,
Gojek,com.gojek.app,Pengguna Google,5,good,0,2026-05-30 04:30:39,
Gojek,com.gojek.app,Pengguna Google,1,resto sudah tutup tapi orderan belum di cancel juga,0,2026-05-29 23:38:08,"Hai Kak Angga, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maysa"
Gojek,com.gojek.app,Pengguna Google,5,the best,0,2026-05-29 23:15:27,
Gojek,com.gojek.app,Pengguna Google,1,"APLIKASI BGNIAN APLIKASI MONYET... GUA PESAN MARTABAK 2 YANG DIKIRIM 1,, GUA BINGUNG NEH NYARI KESALAHAN DMANA,, DRIVER GA BSA DI CHAT (UDAH KABUR) ,,RESTO GA BISA DI CHAT LANGSUNG,,, MONYET......",0,2026-05-29 22:59:32,"Hai Kak Fitra, mohon maaf atas kendala yang kamu alami karena pesanan yang diterima kurang. Mohon laporkan hal ini kepada kami melalui halaman Bantuan di aplikasi Gojek > ketik ""Pesanan GoFood yang saya terima kurang/tidak sesuai"" pada kolom pencarian > pilih artikel dan klik tombol yang tersedia di bawah ""Masih memerlukan bantuan?"". ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,Oke,0,2026-05-29 22:36:15,
Gojek,com.gojek.app,Pengguna Google,1,Hapus GOFOOD jarak dekat,0,2026-05-29 22:34:08,"Hai Kak Dinoyo, mohon maaf untuk ketidaknyamanannya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Kakak memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App kamu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,apk paling membantu dalam setiap waktu,0,2026-05-29 22:01:28,
Gojek,com.gojek.app,Pengguna Google,5,"sangat membantu,",0,2026-05-29 21:43:57,
Gojek,com.gojek.app,Pengguna Google,5,Alhamdulillah barokalloh,0,2026-05-29 21:29:23,
Gojek,com.gojek.app,Pengguna Google,5,"sangat membantu, tapi kadang' sering nge bug apk nya",0,2026-05-29 21:17:07,
Gojek,com.gojek.app,Pengguna Google,2,"suka banget error diwaktu mendesak, gajelas bngt 👎👎👎",1,2026-05-29 21:14:04,"Hai Kak Reex, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,1,Lambat dalam merespon laporan. Worst experience ever!!,1,2026-05-29 21:12:12,"Hai Kak Oktaviana, mohon maaf atas ketidaknyamanannya. Kami akan terus meningkatkan kualitas pelayanan agar lebih baik ke depannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-26-149-1432-37616 pada subject email. Kami tunggu detail laporan kamu ya. ^Mita"
Gojek,com.gojek.app,Pengguna Google,1,"ini parah banget sih, pesanan udah 3 jam gak sampai-sampai katanya terlambat 5-15 menit tapi ditunggu berjam jam gak ada. coba ajuin complain yang jawab malah AI, ckckck. kapok beli makanan disini. gak lagi deh",1,2026-05-29 21:09:40,"Hai Kak Annisa, mohon maaf keterlambatan pengiriman pesanan mu. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,Good Aplication,0,2026-05-29 21:00:13,
Gojek,com.gojek.app,Pengguna Google,5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,0,2026-05-29 20:52:00,
Gojek,com.gojek.app,Pengguna Google,5,good aplikator,0,2026-05-29 20:33:24,
Gojek,com.gojek.app,Pengguna Google,1,aplikasi tolol. ga ada pilihan buat lewat tol. jalur selalu di ambil yg terdekat. selisis jarak sampe 20km bikin driver rugi. ga kaya grap ada pilihan bisa lewat tol atau engganya,1,2026-05-29 20:20:49,"Hai Kak Ogan, mohon maaf untuk ketidaknyamanannya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Kakak memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App kamu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,"Mungkin saran aja, untuk filter pencarian gofood sebaiknya ditambah filter lokasi jarak kedai terdekat sampai terjauh, gak cuman filter rentang harga aja.",2,2026-05-29 20:07:56,
Gojek,com.gojek.app,Pengguna Google,5,selalu mendapatkan pengalaman terbaik dan perjalanan terbaik,0,2026-05-29 19:54:31,
Gojek,com.gojek.app,Pengguna Google,1,kacau gak bisa nlp,1,2026-05-29 19:43:22,
Gojek,com.gojek.app,Pengguna Google,5,sukakk bangettt gojek kyk penyelamat hidup,0,2026-05-29 19:08:27,
Gojek,com.gojek.app,Pengguna Google,5,"driver ramah, tepat waktu, dan bersih",0,2026-05-29 19:05:47,
Gojek,com.gojek.app,Pengguna Google,5,Mudah di gunakan,0,2026-05-29 19:00:32,
Gojek,com.gojek.app,Pengguna Google,5,mantab,0,2026-05-29 18:59:20,
Gojek,com.gojek.app,Pengguna Google,5,mantap,0,2026-05-29 18:53:42,
Gojek,com.gojek.app,Pengguna Google,5,sukaa bangett soalnya lebih murah dan aman dari aplikasi-aplikasi lainn,0,2026-05-29 18:49:21,
Gojek,com.gojek.app,Pengguna Google,3,kenapa klo pesen goride padahal disekitar bnyk driver dapatnya malah yg jauh2.. parah,1,2026-05-29 18:41:42,"Hai Kak Ebenk, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu atau email ke customerservice@gojek.com. Terima kasih. ^Mita"
Gojek,com.gojek.app,Pengguna Google,2,KNPA in aplikasi berat ya... padahal Ram hp gw 12 loh main game aja ringan...lah in aplikasi berat banget berasa jaringan ngk ada aneh,1,2026-05-29 18:38:37,"Hai Kak Muhammad, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,murah dan hemat,0,2026-05-29 18:15:54,
Gojek,com.gojek.app,Pengguna Google,1,gak membantu sama sekali pesan food sampai 3 kali kubatalin karna responnya lambat,1,2026-05-29 18:14:19,"Hai Kak Dwiriski, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu atau email ke customerservice@gojek.com. Terima kasih. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,mantap dan responship,0,2026-05-29 18:06:23,
Gojek,com.gojek.app,Pengguna Google,1,maaf banget driver ngeselin beda lokasi katanya dia ngomong terus tadinya aku mau ngash tips 20 ribu kalo misalkan dia gak mau nganterin bilang aja censel di aplikasi pesen ulanga bayar 13 k giriran dibayar 13k katanya di apk aslinya katanya 20k kalo misalkaan gak mau itu mending gak usah,1,2026-05-29 17:54:25,"Hai, Kak Upit. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,5,ok baik,0,2026-05-29 17:51:41,
Gojek,com.gojek.app,Pengguna Google,5,ok..,1,2026-05-29 17:37:01,"Hai Limi Byu, mohon maaf ya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Meta"
Gojek,com.gojek.app,Pengguna Google,5,gojek Partner yang Baik,0,2026-05-29 17:17:59,
Gojek,com.gojek.app,Pengguna Google,3,"Sangat susah sekali nentuin titiknya , payah.",1,2026-05-29 16:55:30,"Hai Kak Widi. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""GPS saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,1,"strses ni apk makin ngaco, benerin lagi dong gimanasih!",1,2026-05-29 16:46:53,"Hai Kak Cindy, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas pelayanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu atau email ke customerservice@gojek.com. Terima kasih. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,Aplikasi yang cukup baik dan membantu urusan pengiriman dokumen saya,0,2026-05-29 16:46:11,
Gojek,com.gojek.app,Pengguna Google,2,"jadi saya ga cancel pesanan tapi tiba tiba cari driver ulang, namun saya konfirmasi ke drivernya masih jalan dan ga ke cancel. Jadi pesanan saya numpuk 2 driver, tolong diperbaiki bugnya.",1,2026-05-29 16:13:28,"Hai Kak Tito, mohon maaf atas ketidaknyamanannya. Ke depannya jika terjadi double order kamu dapat melakukan pembatalan dari aplikasi untuk salah satu ordernya ya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Mita"
Gojek,com.gojek.app,Pengguna Google,5,mantap,0,2026-05-29 16:06:05,
Gojek,com.gojek.app,Pengguna Google,3,"aplikasi ini bolak balik berulah, nanti tiba² bisa nggak mau terbuka aplikasinya",1,2026-05-29 15:24:33,"Hai Kak Lasria, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu sudah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Mita"
Gojek,com.gojek.app,Pengguna Google,1,tidak membantu,1,2026-05-29 15:21:55,
Gojek,com.gojek.app,Pengguna Google,5,good,0,2026-05-29 15:04:02,
Gojek,com.gojek.app,Pengguna Google,5,Bagus,0,2026-05-29 15:00:11,
Gojek,com.gojek.app,Pengguna Google,5,Nyaman & santun sopirnya,0,2026-05-29 14:41:31,
Gojek,com.gojek.app,Pengguna Google,4,"Mohon maaf tolong aplikasi nya di perbaiki lagi paling gak banyakin fitur terbaru, misalnya ada promo dll",1,2026-05-29 14:39:05,
Gojek,com.gojek.app,Pengguna Google,5,terimakasih mempermudah perjalanan kami,0,2026-05-29 14:24:18,
Gojek,com.gojek.app,Pengguna Google,5,drivernya asik asik!!,0,2026-05-29 14:23:05,
Gojek,com.gojek.app,Pengguna Google,5,banyak promonya,0,2026-05-29 14:13:53,
Gojek,com.gojek.app,Pengguna Google,5,ok,0,2026-05-29 14:00:01,
Gojek,com.gojek.app,Pengguna Google,1,"untul gofood pengiriman sering kali terlambat krna driver dpt double order,makanan sudah dingin ,nungu hampir 1 jam lebih..., untuk saya sudah 3x sperti itu..! saran saya mending pake grab..,baik itu gofood/gocar ny, pelayanan ny lebih baik",1,2026-05-29 13:21:18,"Hai Kak Angga, mohon maaf keterlambatan pengiriman pesanan mu. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,5,suka bangett pke apk ini dn gojekk nii penyelamat kuu🫰,0,2026-05-29 13:13:44,
Gojek,com.gojek.app,Pengguna Google,1,"daftar, suruh tunggu 60 menit?,apalah",1,2026-05-29 13:04:37,"Hai Kak Falih, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Saya tidak bisa daftar akun Gojek"" pada kolom pencarian ya. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,5,good aplikasi,0,2026-05-29 13:03:37,
Gojek,com.gojek.app,Pengguna Google,5,oke sip mantap,0,2026-05-29 13:02:01,
Gojek,com.gojek.app,Pengguna Google,3,tolong adain fitur cancel orderan🙏 saya selalu suka kepencet,1,2026-05-29 12:53:47,"Hai Kak Rafa, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,5,paling suka pakai aplikasi lokal,0,2026-05-29 12:49:59,
Gojek,com.gojek.app,Pengguna Google,2,biaya penanganan mahal,1,2026-05-29 12:45:19,"Mohon maaf atas ketidaknyamanannya Kak Danang. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas pelayanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan pelayanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Melodi"
Gojek,com.gojek.app,Pengguna Google,5,ok,0,2026-05-29 12:36:09,
